Race,Lap,Position,Overtaker,Overtaken,Turn,Final,Live
Styria,45.0,6.0,Perez,Stroll,6.0,,
Styria,45.0,10.0,Kvyat,Gasly,,,
Styria,47.0,11.0,Giovinazzi,Gasly,,,
Styria,47.0,13.0,Raikkonen,Magnussen,7.0,,
Styria,47.0,14.0,Grosjean,Magnussen,,,
Styria,48.0,5.0,Perez,Ricciardo,4.0,,
Styria,48.0,11.0,Raikkonen,Gasly,,,
Styria,53.0,15.0,Russell,Latifi,,,
Styria,54.0,16.0,Gasly,Latifi,4.0,,
Styria,55.0,15.0,Gasly,Russell,4.0,,
Styria,59.0,11.0,Raikkonen,Giovinazzi,,,
Styria,65.0,13.0,Magnussen,Grosjean,,,
Styria,66.0,2.0,Bottas,Verstappen,4.0,,
Styria,66.0,2.0,Verstappen,Bottas,6.0,,
Styria,67.0,2.0,Bottas,Verstappen,4.0,,
Styria,68.0,12.0,Magnussen,Giovinazzi,4.0,,
Styria,68.0,13.0,Grosjean,Giovinazzi,,,
Styria,70.0,6.0,Stroll,Ricciardo,3.0,,
Styria,70.0,7.0,Norris,Ricciardo,4.0,,
Styria,71.0,6.0,Norris,Stroll,4.0,,
Hungary,2.0,14.0,Ocon,Raikkonen,12.0,,
Hungary,2.0,15.0,Ocon,Russell,1.0,,
Hungary,3.0,10.0,Albon,Latifi,6.0,,
Hungary,3.0,11.0,Ocon,Norris,1.0,,
Hungary,4.0,4.0,Ocon,Hamilton,2.0,,
Hungary,4.0,4.0,Hamilton,Ocon,13.0,,
Hungary,4.0,6.0,Magnussen,Russell,13.0,,
Hungary,4.0,7.0,Magnussen,Giovinazzi,1.0,,
Hungary,4.0,8.0,Grosjean,Giovinazzi,12.0,,
Hungary,4.0,9.0,Grosjean,Stroll,3.0,,
Hungary,4.0,9.0,Stroll,Giovinazzi,12.0,,
Hungary,4.0,10.0,Leclerc,Giovinazzi,12.0,,
Hungary,4.0,11.0,Bottas,Giovinazzi,13.0,,
Hungary,4.0,17.0,Kvyat,Gasly,1.0,,
Hungary,5.0,9.0,Albon,Ricciardo,2.0,,
Hungary,7.0,4.0,Stroll,Grosjean,1.0,,
Hungary,8.0,6.0,Bottas,Leclerc,1.0,,
Hungary,8.0,6.0,Leclerc,Bottas,2.0,,
Hungary,10.0,6.0,Bottas,Leclerc,1.0,,
Hungary,12.0,5.0,Bottas,Grosjean,1.0,,
Hungary,14.0,14.0,Raikkonen,Gasly,1.0,,
Hungary,15.0,15.0,Ocon,Gasly,1.0,,
Hungary,15.0,16.0,Norris,Russell,,,
Hungary,16.0,3.0,Stroll,Magnussen,1.0,,
Hungary,17.0,4.0,Bottas,Magnussen,1.0,,
Hungary,18.0,7.0,Albon,Leclerc,1.0,,
Hungary,19.0,8.0,Vettel,Leclerc,1.0,,
Hungary,29.0,6.0,Albon,Grosjean,1.0,,
Hungary,31.0,7.0,Perez,Grosjean,1.0,,
Hungary,31.0,11.0,Vettel,Raikkonen,,,
Hungary,32.0,13.0,Leclerc,Norris,3.0,,
Hungary,32.0,16.0,Russell,Ocon,2.0,,
Hungary,33.0,8.0,Ricciardo,Grosjean,4.0,,
Hungary,34.0,9.0,Sainz,Grosjean,2.0,,
Hungary,34.0,13.0,Ocon,Russell,,,
Hungary,37.0,8.0,Albon,Magnussen,1.0,,
Hungary,39.0,9.0,Perez,Magnussen,2.0,,
Hungary,46.0,8.0,Ricciardo,Magnussen,2.0,,
Hungary,46.0,13.0,Ocon,Grosjean,1.0,,
Hungary,47.0,14.0,Norris,Grosjean,2.0,,
Hungary,51.0,17.0,Giovinazzi,Russell,2.0,,
Hungary,60.0,10.0,Sainz,Leclerc,1.0,,
Hungary,66.0,5.0,Albon,Vettel,2.0,,
Hungary,69.0,13.0,Norris,Ocon,2.0,,
Great Britain,6.0,12.0,Giovinazzi,Albon,,,
Great Britain,11.0,12.0,Kvyat,Giovinazzi,Brooklands,,
Great Britain,12.0,7.0,Stroll,Norris,Stowe,,
Great Britain,19.0,7.0,Norris,Ricciardo,Luffield,,
Great Britain,19.0,10.0,Ocon,Vettel,Loop,,
Great Britain,19.0,15.0,Raikkonen,Russell,,,
Great Britain,22.0,5.0,Sainz,Grosjean,Stowe,,
Great Britain,24.0,6.0,Norris,Grosjean,Stowe,,
Great Britain,27.0,15.0,Russell,Raikkonen,,,
Great Britain,30.0,12.0,Gasly,Giovinazzi,Stowe,,
Great Britain,32.0,15.0,Latifi,Raikkonen,Stowe,,
Great Britain,36.0,7.0,Ricciardo,Grosjean,Brooklands,,
Great Britain,36.0,8.0,Stroll,Grosjean,Stowe,,
Great Britain,37.0,10.0,Gasly,Vettel,Vale,,
Great Britain,39.0,15.0,Albon,Raikkonen,Stowe,,
Great Britain,41.0,14.0,Albon,Latifi,,,
Great Britain,44.0,16.0,Grosjean,Raikkonen,,,
Great Britain,45.0,12.0,Albon,Giovinazzi,Stowe,,
Great Britain,45.0,13.0,Albon,Russell,Brooklands,,
Great Britain,46.0,8.0,Ocon,Stroll,Brooklands,,
Great Britain,49.0,6.0,Ricciardo,Norris,,,
Great Britain,49.0,9.0,Gasly,Stroll,Abbey,,
Great Britain,49.0,11.0,Albon,Vettel,Stowe,,
Great Britain,51.0,9.0,Albon,Stroll,Copse,,
Great Britain,52.0,14.0,Sainz,Latifi,,,
Great Britain,52.0,15.0,Sainz,Grosjean,,,
70th Anniversary,2.0,18.0,Raikkonen,Latifi,,,
70th Anniversary,2.0,19.0,Vettel,Latifi,,,
70th Anniversary,3.0,13.0,Kvyat,Magnussen,,,
70th Anniversary,4.0,18.0,Vettel,Raikkonen,,,
70th Anniversary,10.0,14.0,Gasly,Raikkonen,Stowe,,
70th Anniversary,13.0,15.0,Albon,Raikkonen,Copse,,
70th Anniversary,15.0,5.0,Hamilton,Leclerc,Stowe,,
70th Anniversary,17.0,11.0,Vettel,Grosjean,Brooklands,,
70th Anniversary,17.0,12.0,Norris,Grosjean,Stowe,,
70th Anniversary,20.0,10.0,Leclerc,Norris,Loop,,
70th Anniversary,20.0,18.0,Latifi,Magnussen,,,
70th Anniversary,20.0,19.0,Grosjean,Magnussen,,,
70th Anniversary,21.0,12.0,Albon,Gasly,Luffield,,
70th Anniversary,22.0,14.0,Kvyat,Raikkonen,,,
70th Anniversary,24.0,13.0,Vettel,Raikkonen,,,
70th Anniversary,27.0,1.0,Verstappen,Bottas,Luffield,,
70th Anniversary,29.0,7.0,Albon,Norris,Luffield,,
70th Anniversary,29.0,15.0,Gasly,Grosjean,,,
70th Anniversary,30.0,14.0,Gasly,Giovinazzi,,,
70th Anniversary,31.0,7.0,Kvyat,Ocon,Village,,
70th Anniversary,31.0,9.0,Sainz,Ricciardo,Village,,
70th Anniversary,35.0,8.0,Albon,Ocon,Stowe,,
70th Anniversary,35.0,10.0,Norris,Ricciardo,Stowe,,
70th Anniversary,36.0,16.0,Ricciardo,Russell,,,
70th Anniversary,39.0,14.0,Ricciardo,Raikkonen,,,
70th Anniversary,45.0,3.0,Hamilton,Leclerc,Stowe,,
70th Anniversary,46.0,17.0,Grosjean,Giovinazzi,,,
70th Anniversary,50.0,2.0,Hamilton,Bottas,Brooklands,,
70th Anniversary,50.0,5.0,Albon,Stroll,Copse,,
Spain,2.0,12.0,Kvyat,Ricciardo,4.0,,
Spain,5.0,3.0,Bottas,Stroll,1.0,,
Spain,5.0,17.0,Russell,Grosjean,,,
Spain,20.0,14.0,Ocon,Raikkonen,1.0,,
Spain,20.0,15.0,Albon,Raikkonen,4.0,,
Spain,23.0,16.0,Kvyat,Latifi,1.0,,
Spain,25.0,17.0,Russell,Latifi,,,
Spain,26.0,15.0,Kvyat,Grosjean,,,
Spain,26.0,18.0,Raikkonen,Latifi,,,
Spain,28.0,9.0,Ocon,Magnussen,1.0,,
Spain,28.0,10.0,Albon,Magnussen,3.0,,
Spain,28.0,11.0,Sainz,Magnussen,4.0,,
Spain,28.0,19.0,Giovinazzi,Latifi,,,
Spain,29.0,10.0,Sainz,Albon,1.0,,
Spain,30.0,6.0,Sainz,Ocon,1.0,,
Spain,30.0,12.0,Leclerc,Kvyat,,,
Spain,31.0,6.0,Perez,Sainz,1.0,,
Spain,31.0,15.0,Russell,Grosjean,,,
Spain,32.0,16.0,Raikkonen,Grosjean,,,
Spain,33.0,8.0,Albon,Ocon,1.0,,
Spain,34.0,9.0,Gasly,Ocon,,,
Spain,35.0,4.0,Stroll,Ricciardo,1.0,,
Spain,41.0,14.0,Magnussen,Giovinazzi,,,
Spain,49.0,17.0,Raikkonen,Latifi,,,
Spain,55.0,16.0,Raikkonen,Grosjean,1.0,,
Spain,56.0,5.0,Stroll,Vettel,1.0,,
Spain,56.0,13.0,Ocon,Magnussen,,,
Spain,58.0,15.0,Raikkonen,Russell,,,
Spain,59.0,6.0,Sainz,Vettel,1.0,,
Spain,59.0,17.0,Giovinazzi,Grosjean,1.0,,
Spain,60.0,14.0,Raikkonen,Magnussen,,,
Spain,61.0,16.0,Giovinazzi,Russell,,,
Belgium,2.0,9.0,Gasly,Perez,Eau Rouge,,
Belgium,3.0,8.0,Gasly,Leclerc,Les Combes,,
Belgium,4.0,9.0,Perez,Leclerc,Les Combes,,
Belgium,4.0,15.0,Raikkonen,Magnussen,,,
Belgium,5.0,16.0,Russell,Magnussen,,,
Belgium,6.0,10.0,Norris,Leclerc,Les Combes,,
Belgium,6.0,17.0,Grosjean,Magnussen,,,
Belgium,7.0,11.0,Kvyat,Leclerc,Les Combes,,
Belgium,8.0,18.0,Latifi,Magnussen,Les Combes,,
Belgium,16.0,12.0,Raikkonen,Vettel,Les Combes,,
Belgium,17.0,5.0,Ricciardo,Perez,Les Combes,,
Belgium,17.0,6.0,Albon,Perez,Bus Stop,,
Belgium,21.0,4.0,Ricciardo,Gasly,Les Combes,,
Belgium,23.0,16.0,Perez,Latifi,,,
Belgium,24.0,5.0,Albon,Gasly,Les Combes,,
Belgium,24.0,14.0,Perez,Magnussen,,,
Belgium,26.0,6.0,Ocon,Gasly,Les Combes,,
Belgium,26.0,13.0,Perez,Grosjean,,,
Belgium,28.0,15.0,Gasly,Latifi,,,
Belgium,29.0,11.0,Perez,Vettel,Les Combes,,
Belgium,29.0,14.0,Gasly,Magnussen,,,
Belgium,30.0,13.0,Gasly,Grosjean,Les Combes,,
Belgium,32.0,12.0,Gasly,Vettel,Les Combes,,
Belgium,33.0,10.0,Perez,Raikkonen,Les Combes,,
Belgium,34.0,11.0,Gasly,Raikkonen,Les Combes,,
Belgium,35.0,15.0,Leclerc,Magnussen,Les Combes,,
Belgium,36.0,9.0,Perez,Kvyat,Les Combes,,
Belgium,37.0,7.0,Norris,Stroll,Les Combes,,
Belgium,40.0,9.0,Gasly,Perez,Les Combes,,
Belgium,43.0,8.0,Gasly,Stroll,,,
Belgium,44.0,5.0,Ocon,Albon,Les Combes,,
Belgium,44.0,14.0,Leclerc,Grosjean,,,
Italy,2.0,7.0,Stroll,Verstappen,1.0,,
Italy,2.0,17.0,Vettel,Russell,1.0,,
Italy,3.0,7.0,Verstappen,Stroll,1.0,,
Italy,4.0,14.0,Albon,Giovinazzi,4.0,,
Italy,17.0,13.0,Albon,Leclerc,4.0,,
Italy,24.0,4.0,Leclerc,Giovinazzi,1.0,,
Italy,24.0,5.0,Leclerc,Raikkonen,1.0,,
Italy,24.0,5.0,Raikkonen,Giovinazzi,3.0,,
Italy,24.0,7.0,Sainz,Latifi,1.0,,
Italy,24.0,8.0,Norris,Latifi,4.0,,
Italy,24.0,9.0,Bottas,Latifi,4.0,,
Italy,24.0,12.0,Verstappen,Perez,1.0,,
Italy,24.0,15.0,Russell,Perez,3.0,,
Italy,24.0,15.0,Perez,Russell,4.0,,
Italy,24.0,17.0,Albon,Grosjean,4.0,,
Italy,29.0,4.0,Sainz,Stroll,1.0,,
Italy,29.0,11.0,Perez,Latifi,4.0,,
Italy,29.0,13.0,Grosjean,Verstappen,4.0,,
Italy,34.0,2.0,Sainz,Raikkonen,1.0,,
Italy,35.0,3.0,Stroll,Raikkonen,4.0,,
Italy,36.0,4.0,Norris,Raikkonen,1.0,,
Italy,37.0,5.0,Bottas,Raikkonen,1.0,,
Italy,38.0,6.0,Ricciardo,Raikkonen,1.0,,
Italy,40.0,14.0,Hamilton,Albon,4.0,,
Italy,41.0,13.0,Hamilton,Russell,1.0,,
Italy,42.0,12.0,Hamilton,Grosjean,1.0,,
Italy,43.0,7.0,Ocon,Raikkonen,4.0,,
Italy,44.0,8.0,Kvyat,Raikkonen,1.0,,
Italy,45.0,11.0,Hamilton,Latifi,4.0,,
Italy,46.0,9.0,Perez,Raikkonen,4.0,,
Italy,46.0,10.0,Hamilton,Raikkonen,8.0,,
Italy,49.0,9.0,Hamilton,Perez,1.0,,
Italy,51.0,8.0,Hamilton,Kvyat,4.0,,
Italy,52.0,11.0,Latifi,Raikkonen,1.0,,
Italy,53.0,7.0,Hamilton,Ocon,1.0,,
Italy,53.0,12.0,Grosjean,Raikkonen,4.0,,
Tuscany,11.0,10.0,Russell,Raikkonen,,,
Tuscany,11.0,12.0,Vettel,Grosjean,San Donato,,
Tuscany,15.0,5.0,Ricciardo,Perez,San Donato,,
Tuscany,16.0,11.0,Vettel,Raikkonen,San Donato,,
Tuscany,18.0,3.0,Stroll,Leclerc,San Donato,,
Tuscany,18.0,6.0,Albon,Perez,San Donato,,
Tuscany,19.0,4.0,Ricciardo,Leclerc,San Donato,,
Tuscany,20.0,5.0,Albon,Leclerc,San Donato,,
Tuscany,21.0,6.0,Perez,Leclerc,San Donato,,
Tuscany,26.0,12.0,Leclerc,Grosjean,San Donato,,
Tuscany,28.0,5.0,Norris,Perez,San Donato,,
Tuscany,30.0,6.0,Perez,Leclerc,San Donato,,
Tuscany,33.0,7.0,Norris,Leclerc,San Donato,,
Tuscany,34.0,12.0,Raikkonen,Grosjean,San Donato,,
Tuscany,48.0,2.0,Bottas,Ricciardo,San Donato,,
Tuscany,49.0,9.0,Leclerc,Grosjean,Finish Line,,
Tuscany,51.0,3.0,Albon,Ricciardo,San Donato,,
Tuscany,51.0,10.0,Vettel,Grosjean,San Donato,,
Tuscany,51.0,11.0,Russell,Grosjean,Finish Line,,
Russia,6.0,15.0,Russell,Raikkonen,2.0,,
Russia,6.0,15.0,Raikkonen,Russell,4.0,,
Russia,6.0,17.0,Norris,Albon,13.0,,
Russia,8.0,10.0,Kvyat,Grosjean,13.0,,
Russia,9.0,14.0,Raikkonen,Latifi,7.0,,
Russia,10.0,16.0,Norris,Russell,18.0,,
Russia,11.0,16.0,Russell,Norris,2.0,,
Russia,11.0,17.0,Albon,Norris,2.0,,
Russia,12.0,16.0,Albon,Russell,14.0,,
Russia,13.0,9.0,Kvyat,Magnussen,,,
Russia,13.0,17.0,Norris,Russell,2.0,,
Russia,15.0,5.0,Perez,Ricciardo,3.0,,
Russia,16.0,15.0,Albon,Latifi,4.0,,
Russia,16.0,16.0,Norris,Latifi,13.0,,
Russia,19.0,7.0,Hamilton,Vettel,2.0,,
Russia,20.0,9.0,Ricciardo,Raikkonen,2.0,,
Russia,27.0,3.0,Verstappen,Kvyat,2.0,,
Russia,27.0,7.0,Ricciardo,Vettel,11.0,,
Russia,28.0,8.0,Ocon,Vettel,2.0,,
Russia,34.0,9.0,Gasly,Raikkonen,2.0,,
Russia,36.0,16.0,Raikkonen,Latifi,2.0,,
Russia,37.0,13.0,Albon,Giovinazzi,13.0,,
Russia,39.0,12.0,Albon,Grosjean,2.0,,
Russia,40.0,13.0,Giovinazzi,Grosjean,2.0,,
Russia,41.0,14.0,Vettel,Grosjean,2.0,,
Russia,42.0,11.0,Albon,Magnussen,2.0,,
Russia,42.0,15.0,Raikkonen,Grosjean,,,
Russia,45.0,10.0,Gasly,Albon,13.0,,
Russia,47.0,9.0,Gasly,Norris,2.0,,
Russia,48.0,11.0,Giovinazzi,Magnussen,3.0,,
Russia,48.0,17.0,Grosjean,Russell,,,
Eifel,2.0,13.0,Magnussen,Gasly,4.0,,
Eifel,9.0,4.0,Ricciardo,Leclerc,2.0,,
Eifel,11.0,10.0,Gasly,Magnussen,1.0,,
